location,latitude,longitude,buffer_m,visibility,true_coordinates,comments,internal_wildtrax_id
857-4,,,5500,Visible,t,,508835
857-5,,,5500,Visible,t,,508836
857-6,54.640964,-111.759758,5500,Visible,t,,508837
857-7,,,5500,Visible,t,,508838
857-8,,,5500,Visible,t,,508839
857-9,,,5500,Visible,t,,508841
858-1,,,5500,Visible,t,,516338
858-2,,,5500,Visible,t,,516339
858-3,,,5500,Visible,t,,516340
858-4,,,5500,Visible,t,,516341
858-5,,,5500,Visible,t,,516342
858-6,,,5500,Visible,t,,516343
858-7,,,5500,Visible,t,,516344
858-8,,,5500,Visible,t,,516345
858-9,,,5500,Visible,t,,516346
859-1,,,5500,Visible,t,,516347
859-2,,,5500,Visible,t,,516348
859-3,,,5500,Visible,t,,516349
859-4,,,5500,Visible,t,,516350
859-5,,,5500,Visible,t,,516352
859-6,,,5500,Visible,t,,516351
859-7,,,5500,Visible,t,,516353
859-8,,,5500,Visible,t,,516354
859-9,,,5500,Visible,t,,516355
860-1,,,5500,Visible,t,,516356
860-2,,,5500,Visible,t,,516357
860-3,,,5500,Visible,t,,516360
860-4,,,5500,Visible,t,,516358
860-5,,,5500,Visible,t,,516359
860-6,,,5500,Visible,t,,516361
860-7,,,5500,Visible,t,,516363
860-8,,,5500,Visible,t,,516362
860-9,,,5500,Visible,t,,516364
861-1,,,5500,Visible,t,,516365
861-2,,,5500,Visible,t,,516366
861-3,,,5500,Visible,t,,516368
861-4,,,5500,Visible,t,,516367
861-5,,,5500,Visible,t,,516369
861-6,,,5500,Visible,t,,516370
861-7,,,5500,Visible,t,,516371
861-8,54.463287,-110.591125,5500,Visible,t,,516372
861-9,,,5500,Visible,t,,516373
862-1,,,5500,Visible,t,,525504
862-2,,,5500,Visible,t,,525505
862-3,,,5500,Visible,t,,525506
862-4,,,5500,Visible,t,,525507
862-5,,,5500,Visible,t,,525508
862-6,,,5500,Visible,t,,525509
862-7,,,5500,Visible,t,,525510
862-8,,,5500,Visible,t,,525511
862-9,,,5500,Visible,t,,525512
863-1,,,5500,Visible,t,,508842
863-2,,,5500,Visible,t,,508840
863-3,,,5500,Visible,t,,508843
863-4,,,5500,Visible,t,,508844
863-5,,,5500,Visible,t,,508846
863-6,,,5500,Visible,t,,508845
863-7,,,5500,Visible,t,,508847
863-8,,,5500,Visible,t,,508848
863-9,,,5500,Visible,t,,508849
866-1,,,5500,Visible,t,,510054
866-2,,,5500,Visible,t,,510055
866-3,,,5500,Visible,t,,510056
866-4,,,5500,Visible,t,,510057
866-5,,,5500,Visible,t,,510058
866-6,,,5500,Visible,t,,510059
866-7,,,5500,Visible,t,,510060
866-8,,,5500,Visible,t,,510061
866-9,,,5500,Visible,t,,510062
867-1,,,5500,Visible,t,,510063
867-2,,,5500,Visible,t,,510064
867-3,,,5500,Visible,t,,510065
867-4,,,5500,Visible,t,,510066
867-5,,,5500,Visible,t,,510067
867-6,,,5500,Visible,t,,510068
867-7,,,5500,Visible,t,,510069
867-8,,,5500,Visible,t,,510070
867-9,,,5500,Visible,t,,510071
868-1,,,5500,Visible,t,,508850
868-2,,,5500,Visible,t,,508851
868-3,,,5500,Visible,t,,508852
868-4,,,5500,Visible,t,,508853
868-5,,,5500,Visible,t,,508854
868-6,,,5500,Visible,t,,508855
868-7,,,5500,Visible,t,,508856
868-8,,,5500,Visible,t,,508857
868-9,,,5500,Visible,t,,508858
870-1,,,5500,Visible,t,,509356
870-2,,,5500,Visible,t,,509357
870-3,,,5500,Visible,t,,509358
870-4,,,5500,Visible,t,,509359
870-5,,,5500,Visible,t,,509360
870-6,,,5500,Visible,t,,509361
870-7,,,5500,Visible,t,,509362
870-8,,,5500,Visible,t,,509363
870-9,,,5500,Visible,t,,509364
875-1,,,5500,Visible,t,,513038
875-2,,,5500,Visible,t,,513039
875-3,,,5500,Visible,t,,513040
875-4,,,5500,Visible,t,,513041
875-5,,,5500,Visible,t,,513042
875-6,,,5500,Visible,t,,513043
875-7,,,5500,Visible,t,,513044
875-8,,,5500,Visible,t,,513045
875-9,,,5500,Visible,t,,513046
876-1,,,5500,Visible,t,,513047
876-2,,,5500,Visible,t,,513048
876-3,,,5500,Visible,t,,513049
876-4,,,5500,Visible,t,,513050
876-5,,,5500,Visible,t,,513051
876-6,,,5500,Visible,t,,513052
876-7,,,5500,Visible,t,,513053
876-8,,,5500,Visible,t,,513054
876-9,,,5500,Visible,t,,513055
877-1,,,5500,Visible,t,,513056
877-2,,,5500,Visible,t,,513057
877-3,,,5500,Visible,t,,513058
877-4,,,5500,Visible,t,,513059
877-5,,,5500,Visible,t,,513060
877-6,,,5500,Visible,t,,513061
877-7,,,5500,Visible,t,,513062
877-8,,,5500,Visible,t,,513063
877-9,,,5500,Visible,t,,513064
878-1,,,5500,Visible,t,,508554
878-2,,,5500,Visible,t,,508555
878-3,,,5500,Visible,t,,508556
878-4,,,5500,Visible,t,,508557
878-5,,,5500,Visible,t,,508558
878-6,54.794971,-115.197510,5500,Visible,t,,508559
878-7,,,5500,Visible,t,,508560
878-8,,,5500,Visible,t,,508561
878-9,,,5500,Visible,t,,508562
881-1,,,5500,Visible,t,,511076
881-2,,,5500,Visible,t,,511077
881-3,,,5500,Visible,t,,511078
881-4,,,5500,Visible,t,,511079
881-5,,,5500,Visible,t,,511080
881-6,,,5500,Visible,t,,511081
881-7,,,5500,Visible,t,,511082
881-8,,,5500,Visible,t,,511083
881-9,,,5500,Visible,t,,511084
882-1,,,5500,Visible,t,,511085
882-2,,,5500,Visible,t,,511086
882-3,,,5500,Visible,t,,511087
882-4,,,5500,Visible,t,,511088
882-5,,,5500,Visible,t,,511089
882-6,,,5500,Visible,t,,511090
882-7,,,5500,Visible,t,,511091
882-8,,,5500,Visible,t,,511092
882-9,,,5500,Visible,t,,511093
883-1,,,5500,Visible,t,,511094
883-2,,,5500,Visible,t,,511095
883-3,,,5500,Visible,t,,511096
883-4,,,5500,Visible,t,,511097
883-5,,,5500,Visible,t,,511098
883-6,,,5500,Visible,t,,511099
883-7,,,5500,Visible,t,,511100
883-8,,,5500,Visible,t,,511101
883-9,,,5500,Visible,t,,511102
887-1,,,5500,Visible,t,,526860
887-2,,,5500,Visible,t,,526861
887-3,,,5500,Visible,t,,526862
887-4,,,5500,Visible,t,,526863
887-5,,,5500,Visible,t,,526864
887-6,,,5500,Visible,t,,526865
887-7,,,5500,Visible,t,,526866
887-8,,,5500,Visible,t,,526867
887-9,,,5500,Visible,t,,526868
888-1,,,5500,Visible,t,,526869
888-2,,,5500,Visible,t,,526870
888-3,,,5500,Visible,t,,526871
888-4,,,5500,Visible,t,,526872
888-5,,,5500,Visible,t,,526873
888-6,,,5500,Visible,t,,526874
888-7,,,5500,Visible,t,,526875
888-8,,,5500,Visible,t,,526876
888-9,,,5500,Visible,t,,526877
889-1,,,5500,Visible,t,,509365
889-2,,,5500,Visible,t,,509366
889-3,,,5500,Visible,t,,509367
889-4,,,5500,Visible,t,,509368
889-5,,,5500,Visible,t,,509369
889-6,,,5500,Visible,t,,509370
889-7,,,5500,Visible,t,,509371
889-8,54.434608,-111.914276,5500,Visible,t,,509372
889-9,,,5500,Visible,t,,509373
890-1,,,5500,Visible,t,,513065
890-2,,,5500,Visible,t,,513066
890-3,,,5500,Visible,t,,513067
890-4,,,5500,Visible,t,,513068
890-5,,,5500,Visible,t,,513069
890-6,,,5500,Visible,t,,513070
890-7,,,5500,Visible,t,,513071
890-8,,,5500,Visible,t,,513072
890-9,,,5500,Visible,t,,513073
891-1,,,5500,Visible,t,,513074
891-2,,,5500,Visible,t,,513075
891-3,,,5500,Visible,t,,513076
891-4,,,5500,Visible,t,,513077
891-5,,,5500,Visible,t,,513079
891-6,,,5500,Visible,t,,513078
891-7,,,5500,Visible,t,,513080
891-8,,,5500,Visible,t,,513081
891-9,,,5500,Visible,t,,513082
892-1,,,5500,Visible,t,,513083
892-2,,,5500,Visible,t,,513084
892-3,,,5500,Visible,t,,513085
892-4,,,5500,Visible,t,,513086
892-5,,,5500,Visible,t,,513087
892-6,,,5500,Visible,t,,513088
892-7,,,5500,Visible,t,,513089
892-8,,,5500,Visible,t,,513091
892-9,,,5500,Visible,t,,513090
893-1,,,5500,Visible,t,,526879
893-2,,,5500,Visible,t,,526880
893-3,,,5500,Visible,t,,526881
893-4,,,5500,Visible,t,,526882
893-5,,,5500,Visible,t,,526883
893-6,,,5500,Visible,t,,526884
893-7,,,5500,Visible,t,,526885
893-8,,,5500,Visible,t,,526886
893-9,,,5500,Visible,t,,526887
895-1,,,5500,Visible,t,,526888
895-2,,,5500,Visible,t,,526889
895-3,,,5500,Visible,t,,526890
895-4,,,5500,Visible,t,,526891
895-5,,,5500,Visible,t,,526892
895-6,,,5500,Visible,t,,526893
895-7,,,5500,Visible,t,,526894
895-8,,,5500,Visible,t,,526895
895-9,,,5500,Visible,t,,526896
896-1,,,5500,Visible,t,,508859
896-2,,,5500,Visible,t,,508860
896-3,,,5500,Visible,t,,508861
896-4,,,5500,Visible,t,,508862
896-5,,,5500,Visible,t,,508863
896-6,,,5500,Visible,t,,508864
896-7,,,5500,Visible,t,,508865
896-8,,,5500,Visible,t,,508866
896-9,,,5500,Visible,t,,508867
898-1,,,5500,Visible,t,,508868
898-2,,,5500,Visible,t,,508870
898-3,,,5500,Visible,t,,508869
898-4,,,5500,Visible,t,,508871
898-5,,,5500,Visible,t,,508872
898-6,,,5500,Visible,t,,508873
898-7,,,5500,Visible,t,,508874
898-8,,,5500,Visible,t,,508875
898-9,,,5500,Visible,t,,508876
899-1,,,5500,Visible,t,,508877
899-2,,,5500,Visible,t,,508878
899-3,,,5500,Visible,t,,508879
899-4,,,5500,Visible,t,,508880
899-5,,,5500,Visible,t,,508881
899-6,,,5500,Visible,t,,508882
899-7,,,5500,Visible,t,,508883
899-8,,,5500,Visible,t,,508884
899-9,,,5500,Visible,t,,508885
900-1,,,5500,Visible,t,,508886
900-2,,,5500,Visible,t,,508887
900-3,,,5500,Visible,t,,508888
900-4,,,5500,Visible,t,,508889
900-5,,,5500,Visible,t,,508890
900-6,,,5500,Visible,t,,508891
900-7,,,5500,Visible,t,,508892
900-8,,,5500,Visible,t,,508893
900-9,,,5500,Visible,t,,508894
901-1,,,5500,Visible,t,,508895
901-2,,,5500,Visible,t,,508896
901-3,,,5500,Visible,t,,508897
901-4,,,5500,Visible,t,,508898
901-5,,,5500,Visible,t,,508899
901-6,,,5500,Visible,t,,508900
901-7,,,5500,Visible,t,,508901
901-8,,,5500,Visible,t,,508902
901-9,,,5500,Visible,t,,508903
904-1,,,5500,Visible,t,,509374
904-2,,,5500,Visible,t,,509375
904-3,,,5500,Visible,t,,509376
904-4,,,5500,Visible,t,,509377
904-5,,,5500,Visible,t,,509378
904-6,,,5500,Visible,t,,509379
904-7,,,5500,Visible,t,,509380
904-8,,,5500,Visible,t,,509381
904-9,,,5500,Visible,t,,509382
905-1,,,5500,Visible,t,,509383
905-2,,,5500,Visible,t,,509384
905-3,,,5500,Visible,t,,509385
905-4,,,5500,Visible,t,,509386
905-5,,,5500,Visible,t,,509387
905-6,54.788932,-117.136101,5500,Visible,t,,509388
905-7,,,5500,Visible,t,,509389
905-8,,,5500,Visible,t,,509390
905-9,,,5500,Visible,t,,509391
908-1,,,5500,Visible,t,,513092
908-2,,,5500,Visible,t,,513093
908-3,,,5500,Visible,t,,513094
908-4,,,5500,Visible,t,,513095
908-5,,,5500,Visible,t,,513096
908-6,,,5500,Visible,t,,513097
908-7,,,5500,Visible,t,,513098
908-8,,,5500,Visible,t,,513099
908-9,,,5500,Visible,t,,513100
909-1,,,5500,Visible,t,,513101
909-2,,,5500,Visible,t,,513102
909-3,,,5500,Visible,t,,513103
909-4,,,5500,Visible,t,,513104
909-5,,,5500,Visible,t,,513105
909-6,,,5500,Visible,t,,513106
909-7,,,5500,Visible,t,,513107
909-8,,,5500,Visible,t,,513108
909-9,,,5500,Visible,t,,513109
910-1,,,5500,Visible,t,,513110
910-2,,,5500,Visible,t,,513111
910-3,,,5500,Visible,t,,513112
910-4,,,5500,Visible,t,,513113
910-5,,,5500,Visible,t,,513114
910-6,,,5500,Visible,t,,513115
910-7,,,5500,Visible,t,,513116
910-8,,,5500,Visible,t,,513117
910-9,,,5500,Visible,t,,513118
914-1,,,5500,Visible,t,,511103
914-2,,,5500,Visible,t,,511104
914-3,,,5500,Visible,t,,511105
914-4,,,5500,Visible,t,,511106
914-5,,,5500,Visible,t,,511107
914-6,,,5500,Visible,t,,511108
914-7,,,5500,Visible,t,,511109
914-8,,,5500,Visible,t,,511110
914-9,,,5500,Visible,t,,511111
915-1,,,5500,Visible,t,,511112
915-2,,,5500,Visible,t,,511113
915-3,,,5500,Visible,t,,511114
915-4,,,5500,Visible,t,,511115
915-5,,,5500,Visible,t,,511116
915-6,,,5500,Visible,t,,511117
915-7,,,5500,Visible,t,,511118
915-8,,,5500,Visible,t,,511119
915-9,,,5500,Visible,t,,511120
916-1,,,5500,Visible,t,,511121
916-2,,,5500,Visible,t,,511122
916-3,,,5500,Visible,t,,511123
916-4,,,5500,Visible,t,,511124
916-5,,,5500,Visible,t,,511125
916-6,,,5500,Visible,t,,511127
916-7,,,5500,Visible,t,,511126
916-8,,,5500,Visible,t,,511128
916-9,,,5500,Visible,t,,511129
91-NE,59.212379,-111.772346,5500,Visible,f,,32811
91-NW,59.212379,-111.772346,5500,Visible,f,,32812
91-SE,59.212379,-111.772346,5500,Visible,f,,32813
91-SW,59.212379,-111.772346,5500,Visible,f,,32814
920-1,,,5500,Visible,t,,509147
920-2,,,5500,Visible,t,,509148
920-3,,,5500,Visible,t,,509149
920-4,,,5500,Visible,t,,509150
920-5,,,5500,Visible,t,,509152
920-6,,,5500,Visible,t,,509151
920-7,,,5500,Visible,t,,509153
920-8,54.355030,-112.469894,5500,Visible,t,,509155
920-9,,,5500,Visible,t,,509156
921-1,,,5500,Visible,t,,526897
921-2,,,5500,Visible,t,,526898
921-3,,,5500,Visible,t,,526899
921-4,,,5500,Visible,t,,526900
921-5,,,5500,Visible,t,,526901
921-6,,,5500,Visible,t,,526902
921-7,,,5500,Visible,t,,526903
921-8,,,5500,Visible,t,,526904
921-9,,,5500,Visible,t,,526905
922-1,,,5500,Visible,t,,509157
922-2,,,5500,Visible,t,,509158
922-3,,,5500,Visible,t,,509159
922-4,,,5500,Visible,t,,509160
922-5,,,5500,Visible,t,,509161
922-6,,,5500,Visible,t,,509162
922-7,,,5500,Visible,t,,509163
922-8,,,5500,Visible,t,,509164
922-9,,,5500,Visible,t,,509165
923-1,,,5500,Visible,t,,513119
923-2,,,5500,Visible,t,,513120
923-3,,,5500,Visible,t,,513121
923-4,,,5500,Visible,t,,513122
923-5,,,5500,Visible,t,,513124
923-6,,,5500,Visible,t,,513123
923-7,,,5500,Visible,t,,513125
923-8,,,5500,Visible,t,,513126
923-9,,,5500,Visible,t,,513127
924-1,,,5500,Visible,t,,513128
924-2,,,5500,Visible,t,,513129
924-3,,,5500,Visible,t,,513130
924-4,,,5500,Visible,t,,513131
924-5,,,5500,Visible,t,,513132
924-6,,,5500,Visible,t,,513133
924-7,,,5500,Visible,t,,513134
924-8,,,5500,Visible,t,,513135
924-9,,,5500,Visible,t,,513136
925-1,,,5500,Visible,t,,513137
925-2,,,5500,Visible,t,,513138
925-3,,,5500,Visible,t,,513139
925-4,,,5500,Visible,t,,513140
925-5,,,5500,Visible,t,,513141
925-6,,,5500,Visible,t,,513142
925-7,,,5500,Visible,t,,513143
925-8,,,5500,Visible,t,,513144
925-9,,,5500,Visible,t,,513145
926-1,,,5500,Visible,t,,526906
926-2,,,5500,Visible,t,,526907
926-3,,,5500,Visible,t,,526908
926-4,,,5500,Visible,t,,526909
926-5,,,5500,Visible,t,,526910
926-6,,,5500,Visible,t,,526911
926-7,,,5500,Visible,t,,526912
926-8,,,5500,Visible,t,,526913
926-9,,,5500,Visible,t,,526914
927-1,,,5500,Visible,t,,526915
927-2,,,5500,Visible,t,,526916
927-3,,,5500,Visible,t,,526917
927-4,,,5500,Visible,t,,526918
927-5,,,5500,Visible,t,,526919
927-6,,,5500,Visible,t,,526920
927-7,,,5500,Visible,t,,526921
927-8,,,5500,Visible,t,,526922
927-9,,,5500,Visible,t,,526923
928-1,,,5500,Visible,t,,526924
928-2,,,5500,Visible,t,,526925
928-3,,,5500,Visible,t,,526926
928-4,,,5500,Visible,t,,526927
928-5,,,5500,Visible,t,,526928
928-6,,,5500,Visible,t,,526929
928-7,,,5500,Visible,t,,526930
928-8,,,5500,Visible,t,,526931
928-9,,,5500,Visible,t,,526932
92-NE,59.187820,-111.372108,5500,Visible,f,,32815
92-NW,59.187820,-111.372108,5500,Visible,f,,32816
92-SE,59.187820,-111.372108,5500,Visible,f,,32817
92-SW,59.187820,-111.372108,5500,Visible,f,,32818
933-1,,,5500,Visible,t,,508904
933-2,,,5500,Visible,t,,508905
933-3,,,5500,Visible,t,,508906
933-4,,,5500,Visible,t,,508907
933-5,54.722633,-118.658981,5500,Visible,t,,508908
933-6,,,5500,Visible,t,,508909
933-7,,,5500,Visible,t,,508910
933-8,,,5500,Visible,t,,508911
933-9,,,5500,Visible,t,,508912
934-1,,,5500,Visible,t,,508913
934-2,,,5500,Visible,t,,508914
934-3,,,5500,Visible,t,,508915
934-4,,,5500,Visible,t,,508916
934-5,,,5500,Visible,t,,508917
934-6,,,5500,Visible,t,,508918
934-7,,,5500,Visible,t,,508919
934-8,,,5500,Visible,t,,508920
934-9,,,5500,Visible,t,,508921
939-1,,,5500,Visible,t,,509392
939-2,,,5500,Visible,t,,509393
939-3,,,5500,Visible,t,,509394
939-4,,,5500,Visible,t,,509395
939-5,,,5500,Visible,t,,509396
939-6,,,5500,Visible,t,,509397
939-7,,,5500,Visible,t,,509398
939-8,,,5500,Visible,t,,509399
939-9,,,5500,Visible,t,,509400
93-NE,59.160793,-111.064606,5500,Visible,f,,32819
93-NW,59.160793,-111.064606,,Visible,t,,92344
93-SE,59.160793,-111.064606,,Visible,t,,92345
93-SW,59.160793,-111.064606,,Visible,t,,92346
940-1,,,5500,Visible,t,,509401
940-2,,,5500,Visible,t,,509402
940-3,,,5500,Visible,t,,509403
940-4,,,5500,Visible,t,,509405
940-5,,,5500,Visible,t,,509404
940-6,,,5500,Visible,t,,509406
940-7,,,5500,Visible,t,,509407
940-8,,,5500,Visible,t,,509409
940-9,,,5500,Visible,t,,509408
941-1,,,5500,Visible,t,,513146
941-2,,,5500,Visible,t,,513147
941-3,,,5500,Visible,t,,513148
941-4,,,5500,Visible,t,,513149
941-5,,,5500,Visible,t,,513150
941-6,,,5500,Visible,t,,513151
941-7,,,5500,Visible,t,,513152
941-8,,,5500,Visible,t,,513153
941-9,,,5500,Visible,t,,513154
942-1,,,5500,Visible,t,,513155
942-2,,,5500,Visible,t,,513156
942-3,,,5500,Visible,t,,513157
942-4,,,5500,Visible,t,,513158
942-5,,,5500,Visible,t,,513159
942-6,,,5500,Visible,t,,513160
942-7,,,5500,Visible,t,,513161
942-8,,,5500,Visible,t,,513162
942-9,,,5500,Visible,t,,513163
943-1,,,5500,Visible,t,,513164
943-2,,,5500,Visible,t,,513165
943-3,,,5500,Visible,t,,513166
943-4,,,5500,Visible,t,,513167
943-5,,,5500,Visible,t,,513168
943-6,,,5500,Visible,t,,513170
943-7,,,5500,Visible,t,,513169
943-8,,,5500,Visible,t,,513171
943-9,,,5500,Visible,t,,513172
947-1,,,5500,Visible,t,,511130
947-2,,,5500,Visible,t,,511131
947-3,,,5500,Visible,t,,511132
947-4,,,5500,Visible,t,,511133
947-5,,,5500,Visible,t,,511134
947-6,,,5500,Visible,t,,511135
947-7,,,5500,Visible,t,,511136
947-8,,,5500,Visible,t,,511137
947-9,,,5500,Visible,t,,511138
948-1,,,5500,Visible,t,,511139
948-2,,,5500,Visible,t,,511140
948-3,,,5500,Visible,t,,511141
948-4,,,5500,Visible,t,,511142
948-5,,,5500,Visible,t,,511143
948-6,,,5500,Visible,t,,511144
948-7,,,5500,Visible,t,,511145
948-8,,,5500,Visible,t,,511146
948-9,,,5500,Visible,t,,511147
949-1,,,5500,Visible,t,,511148
949-2,,,5500,Visible,t,,511149
949-3,,,5500,Visible,t,,511150
949-4,,,5500,Visible,t,,511151
949-5,,,5500,Visible,t,,511152
949-6,,,5500,Visible,t,,511153
949-7,,,5500,Visible,t,,511154
949-8,,,5500,Visible,t,,511155
949-9,,,5500,Visible,t,,511156
953-1,,,5500,Visible,t,,526933
953-2,,,5500,Visible,t,,526934
953-3,,,5500,Visible,t,,526935
953-4,,,5500,Visible,t,,526936
953-5,,,5500,Visible,t,,526937
953-6,,,5500,Visible,t,,526938
953-7,,,5500,Visible,t,,526939
953-8,,,5500,Visible,t,,526940
953-9,,,5500,Visible,t,,526941
954-1,,,5500,Visible,t,,526942
954-2,,,5500,Visible,t,,526943
954-3,,,5500,Visible,t,,526944
954-4,,,5500,Visible,t,,526945
954-5,,,5500,Visible,t,,526946
954-6,,,5500,Visible,t,,526947
954-7,,,5500,Visible,t,,526948
954-8,,,5500,Visible,t,,526949
954-9,,,5500,Visible,t,,526950
955-1,,,5500,Visible,t,,526951
955-2,,,5500,Visible,t,,526952
955-3,,,5500,Visible,t,,526953
955-4,,,5500,Visible,t,,526954
955-5,,,5500,Visible,t,,526955
955-6,,,5500,Visible,t,,526956
955-7,,,5500,Visible,t,,526957
955-8,,,5500,Visible,t,,526958
955-9,,,5500,Visible,t,,526959
956-1,,,5500,Visible,t,,513629
956-2,,,5500,Visible,t,,513630
956-3,,,5500,Visible,t,,513628
956-4,,,5500,Visible,t,,513631
956-5,,,5500,Visible,t,,513632
956-6,,,5500,Visible,t,,513633
956-7,,,5500,Visible,t,,513634
956-8,,,5500,Visible,t,,513635
956-9,,,5500,Visible,t,,513637
957-1,,,5500,Visible,t,,513174
957-2,,,5500,Visible,t,,513173
957-3,,,5500,Visible,t,,513175
957-4,,,5500,Visible,t,,513176
957-5,,,5500,Visible,t,,513177
957-6,,,5500,Visible,t,,513178
957-7,54.041614,-111.403084,5500,Visible,t,,513179
957-8,,,5500,Visible,t,,513180
957-9,,,5500,Visible,t,,513181
958-1,,,5500,Visible,t,,514810
958-2,,,5500,Visible,t,,513636
958-3,,,5500,Visible,t,,513638
958-4,,,5500,Visible,t,,513639
958-5,,,5500,Visible,t,,513640
958-6,,,5500,Visible,t,,513641
958-7,,,5500,Visible,t,,513642
958-8,,,5500,Visible,t,,513643
958-9,,,5500,Visible,t,,513644
959-1,,,5500,Visible,t,,526960
959-2,,,5500,Visible,t,,526961
959-3,,,5500,Visible,t,,526962
959-4,,,5500,Visible,t,,526963
959-5,,,5500,Visible,t,,526964
959-6,,,5500,Visible,t,,526965
959-7,,,5500,Visible,t,,526966
959-8,,,5500,Visible,t,,526967
959-9,,,5500,Visible,t,,526968
960-1,,,5500,Visible,t,,526969
960-2,,,5500,Visible,t,,526970
960-3,,,5500,Visible,t,,526971
960-4,,,5500,Visible,t,,526972
960-5,,,5500,Visible,t,,526973
960-6,,,5500,Visible,t,,526974
960-7,,,5500,Visible,t,,526975
960-8,,,5500,Visible,t,,526976
960-9,,,5500,Visible,t,,526977
961-1,,,5500,Visible,t,,526978
961-2,,,5500,Visible,t,,526979
961-3,,,5500,Visible,t,,526980
961-4,,,5500,Visible,t,,526981
961-5,,,5500,Visible,t,,526982
961-6,,,5500,Visible,t,,526983
961-7,,,5500,Visible,t,,526984
961-8,,,5500,Visible,t,,526985
961-9,,,5500,Visible,t,,526986
962-1,,,5500,Visible,t,,513646
962-2,,,5500,Visible,t,,513645
962-3,54.556537,-119.940193,5500,Visible,t,,513647
962-4,,,5500,Visible,t,,513648
962-5,,,5500,Visible,t,,513649
962-6,,,5500,Visible,t,,513650
962-7,,,5500,Visible,t,,513651
962-8,,,5500,Visible,t,,513652
962-9,,,5500,Visible,t,,513653
963-1,,,5500,Visible,t,,513654
963-2,,,5500,Visible,t,,513655
963-3,,,5500,Visible,t,,513656
963-4,,,5500,Visible,t,,513657
963-5,,,5500,Visible,t,,513658
963-6,,,5500,Visible,t,,513659
963-7,,,5500,Visible,t,,513660
963-8,,,5500,Visible,t,,513661
963-9,,,5500,Visible,t,,513662
964-1,54.558940,-119.280182,5500,Visible,t,,513663
964-2,,,5500,Visible,t,,513664
964-3,,,5500,Visible,t,,513665
964-4,,,5500,Visible,t,,513666
964-5,,,5500,Visible,t,,513667
964-6,,,5500,Visible,t,,513668
964-7,,,5500,Visible,t,,513669
964-8,,,5500,Visible,t,,513670
964-9,,,5500,Visible,t,,513671
968-1,,,5500,Visible,t,,513672
968-2,54.498886,-118.141922,5500,Visible,t,,513673
968-3,,,5500,Visible,t,,513674
968-4,,,5500,Visible,t,,513675
968-5,,,5500,Visible,t,,513676
968-6,,,5500,Visible,t,,513677
968-7,,,5500,Visible,t,,513678
968-8,,,5500,Visible,t,,513679
968-9,,,5500,Visible,t,,513680
969-1,,,5500,Visible,t,,513681
969-2,,,5500,Visible,t,,513682
969-3,,,5500,Visible,t,,513683
969-4,,,5500,Visible,t,,513684
969-5,,,5500,Visible,t,,513685
969-6,,,5500,Visible,t,,513686
969-7,,,5500,Visible,t,,513687
969-8,,,5500,Visible,t,,513688
969-9,,,5500,Visible,t,,513690
970-1,,,5500,Visible,t,,513689
970-2,,,5500,Visible,t,,513691
970-3,,,5500,Visible,t,,513692
970-4,,,5500,Visible,t,,513693
970-5,54.465412,-117.456635,5500,Visible,t,,513694
970-6,,,5500,Visible,t,,513695
970-7,,,5500,Visible,t,,513696
970-8,,,5500,Visible,t,,513697
970-9,,,5500,Visible,t,,513698
972-1,,,5500,Visible,t,,509410
972-2,,,5500,Visible,t,,509411
972-3,,,5500,Visible,t,,509412
972-4,,,5500,Visible,t,,509414
972-5,,,5500,Visible,t,,509413
972-6,,,5500,Visible,t,,509415
972-7,,,5500,Visible,t,,509416
972-8,,,5500,Visible,t,,509417
972-9,,,5500,Visible,t,,509418
975-1,,,5500,Visible,t,,510072
975-2,,,5500,Visible,t,,510073
975-3,,,5500,Visible,t,,510074
975-4,,,5500,Visible,t,,510075
975-5,,,5500,Visible,t,,510076
975-6,,,5500,Visible,t,,510077
975-7,,,5500,Visible,t,,510078
975-8,,,5500,Visible,t,,510079
975-9,,,5500,Visible,t,,510080
976-1,,,5500,Visible,t,,510081
976-2,,,5500,Visible,t,,510082
976-3,,,5500,Visible,t,,510083
976-4,,,5500,Visible,t,,510084
976-5,,,5500,Visible,t,,510085
976-6,,,5500,Visible,t,,510086
976-7,,,5500,Visible,t,,510087
976-8,,,5500,Visible,t,,510088
976-9,,,5500,Visible,t,,510089
983-1,,,5500,Visible,t,,513699
983-2,,,5500,Visible,t,,513700
983-3,,,5500,Visible,t,,513701
983-4,,,5500,Visible,t,,513702
983-5,,,5500,Visible,t,,513703
983-6,,,5500,Visible,t,,513704
983-7,,,5500,Visible,t,,513705
983-8,,,5500,Visible,t,,513706
983-9,,,5500,Visible,t,,513707
984-1,,,5500,Visible,t,,513708
984-2,,,5500,Visible,t,,513709
984-3,,,5500,Visible,t,,513710
984-4,,,5500,Visible,t,,513711
984-5,,,5500,Visible,t,,513712
984-6,,,5500,Visible,t,,513713
984-7,,,5500,Visible,t,,513714
984-8,,,5500,Visible,t,,513715
984-9,,,5500,Visible,t,,513717
985-1,,,5500,Visible,t,,513716
985-2,,,5500,Visible,t,,513718
985-3,,,5500,Visible,t,,513719
985-4,,,5500,Visible,t,,513720
985-5,,,5500,Visible,t,,513721
985-6,,,5500,Visible,t,,513722
985-7,,,5500,Visible,t,,513723
985-8,,,5500,Visible,t,,513724
985-9,,,5500,Visible,t,,513725
989-1,,,5500,Visible,t,,513726
989-2,,,5500,Visible,t,,513727
989-3,,,5500,Visible,t,,513728
