location,latitude,longitude,buffer_m,visibility,true_coordinates,comments,internal_wildtrax_id
1593-1,,,5500,Visible,t,,514410
1593-2,,,5500,Visible,t,,514412
1593-3,,,5500,Visible,t,,514413
1593-4,,,5500,Visible,t,,514414
1593-5,,,5500,Visible,t,,514415
1593-6,,,5500,Visible,t,,514416
1593-7,,,5500,Visible,t,,514417
1593-8,,,5500,Visible,t,,514418
1593-9,,,5500,Visible,t,,514419
1594-1,,,5500,Visible,t,,516683
1594-2,,,5500,Visible,t,,516684
1594-3,,,5500,Visible,t,,516685
1594-4,,,5500,Visible,t,,516686
1594-5,,,5500,Visible,t,,516687
1594-6,,,5500,Visible,t,,516689
1594-7,,,5500,Visible,t,,516688
1594-8,,,5500,Visible,t,,516690
1594-9,,,5500,Visible,t,,516691
1595-4,,,5500,Visible,t,,514420
1595-5,,,5500,Visible,t,,514421
1595-6,,,5500,Visible,t,,514422
1595-7,,,5500,Visible,t,,514423
1595-8,,,5500,Visible,t,,514424
1595-9,,,5500,Visible,t,,514425
1597-1,,,5500,Visible,t,,516692
1597-2,,,5500,Visible,t,,516694
1597-3,,,5500,Visible,t,,516693
1597-4,,,5500,Visible,t,,516695
1597-5,,,5500,Visible,t,,516698
1597-6,,,5500,Visible,t,,516697
1597-7,,,5500,Visible,t,,516696
1597-8,,,5500,Visible,t,,516699
1597-9,,,5500,Visible,t,,516700
1601-1,,,5500,Visible,t,,509925
1601-2,,,5500,Visible,t,,509926
1601-3,,,5500,Visible,t,,509927
1601-4,,,5500,Visible,t,,509928
1601-5,,,5500,Visible,t,,509929
1601-6,,,5500,Visible,t,,509930
1601-7,,,5500,Visible,t,,509931
1601-8,,,5500,Visible,t,,509932
1601-9,49.737457,-113.825783,5500,Visible,t,,509933
1602-1,,,5500,Visible,t,,509934
1602-2,,,5500,Visible,t,,509935
1602-3,,,5500,Visible,t,,509936
1602-4,,,5500,Visible,t,,509937
1602-5,,,5500,Visible,t,,509938
1602-6,49.685371,-113.608124,5500,Visible,t,,509940
1602-7,,,5500,Visible,t,,509939
1602-8,,,5500,Visible,t,,509941
1602-9,,,5500,Visible,t,,509942
1603-1,,,5500,Visible,t,,509944
1603-2,,,5500,Visible,t,,509943
1603-3,,,5500,Visible,t,,509945
1603-4,,,5500,Visible,t,,509946
1603-5,,,5500,Visible,t,,509947
1603-6,,,5500,Visible,t,,509948
1603-7,,,5500,Visible,t,,509949
1603-8,,,5500,Visible,t,,509950
1603-9,,,5500,Visible,t,,509951
1604-1,,,5500,Visible,t,,514426
1604-2,,,5500,Visible,t,,514428
1604-3,,,5500,Visible,t,,514427
1604-4,,,5500,Visible,t,,514429
1604-5,,,5500,Visible,t,,514430
1604-6,,,5500,Visible,t,,514431
1604-7,,,5500,Visible,t,,514432
1604-8,,,5500,Visible,t,,514433
1604-9,,,5500,Visible,t,,514434
1605-1,,,5500,Visible,t,,514435
1605-2,,,5500,Visible,t,,514436
1605-3,,,5500,Visible,t,,514437
1605-4,,,5500,Visible,t,,514438
1605-5,,,5500,Visible,t,,514439
1605-6,,,5500,Visible,t,,514440
1605-7,,,5500,Visible,t,,514441
1605-8,,,5500,Visible,t,,514442
1605-9,,,5500,Visible,t,,514443
1606-1,,,5500,Visible,t,,514445
1606-2,,,5500,Visible,t,,514446
1606-3,,,5500,Visible,t,,514447
1606-4,,,5500,Visible,t,,514448
1606-5,,,5500,Visible,t,,514449
1606-6,,,5500,Visible,t,,514450
1606-7,,,5500,Visible,t,,514451
1606-8,,,5500,Visible,t,,514452
1606-9,,,5500,Visible,t,,514453
1607-1,,,5500,Visible,t,,516701
1607-2,,,5500,Visible,t,,516702
1607-3,,,5500,Visible,t,,516703
1607-4,,,5500,Visible,t,,516705
1607-5,,,5500,Visible,t,,516704
1607-6,,,5500,Visible,t,,516706
1607-7,,,5500,Visible,t,,516707
1607-8,,,5500,Visible,t,,516708
1607-9,,,5500,Visible,t,,516709
1608-1,,,5500,Visible,t,,516710
1608-2,,,5500,Visible,t,,516711
1608-3,,,5500,Visible,t,,516712
1608-4,,,5500,Visible,t,,516713
1608-5,,,5500,Visible,t,,516714
1608-6,,,5500,Visible,t,,516715
1608-7,,,5500,Visible,t,,516718
1608-8,,,5500,Visible,t,,516717
1608-9,,,5500,Visible,t,,516716
1609-1,,,5500,Visible,t,,516719
1609-2,,,5500,Visible,t,,516720
1609-3,,,5500,Visible,t,,516721
1609-4,,,5500,Visible,t,,516722
1609-5,,,5500,Visible,t,,516723
1609-6,,,5500,Visible,t,,516724
1609-7,,,5500,Visible,t,,516725
1609-8,,,5500,Visible,t,,516726
1609-9,,,5500,Visible,t,,516727
160-NE,59.170574,-118.207489,5500,Visible,f,,90213
160-NW,59.170574,-118.207489,5500,Visible,f,,90212
160-SE,59.170574,-118.207489,5500,Visible,f,,94541
160-SW,59.170574,-118.207489,5500,Visible,f,,90211
1610-1,,,5500,Visible,t,,511391
1610-2,,,5500,Visible,t,,511392
1610-3,,,5500,Visible,t,,511393
1610-4,,,5500,Visible,t,,511394
1610-5,,,5500,Visible,t,,511395
1610-6,,,5500,Visible,t,,511396
1610-7,,,5500,Visible,t,,511397
1610-8,,,5500,Visible,t,,511398
1610-9,49.453590,-111.437851,5500,Visible,t,,511399
1611-1,,,5500,Visible,t,,511400
1611-2,,,5500,Visible,t,,511401
1611-3,,,5500,Visible,t,,511402
1611-4,,,5500,Visible,t,,511403
1611-5,,,5500,Visible,t,,511404
1611-6,,,5500,Visible,t,,511405
1611-7,,,5500,Visible,t,,511406
1611-8,,,5500,Visible,t,,511407
1611-9,,,5500,Visible,t,,511408
1612-1,,,5500,Visible,t,,511409
1612-2,,,5500,Visible,t,,511410
1612-3,,,5500,Visible,t,,511411
1612-4,,,5500,Visible,t,,511412
1612-5,,,5500,Visible,t,,511413
1612-6,,,5500,Visible,t,,511414
1612-7,,,5500,Visible,t,,511415
1612-8,,,5500,Visible,t,,511416
1612-9,,,5500,Visible,t,,511417
1618-1,,,5500,Visible,t,,510287
1618-2,,,5500,Visible,t,,510288
1618-3,,,5500,Visible,t,,510289
1618-4,,,5500,Visible,t,,510290
1618-5,,,5500,Visible,t,,510291
1618-6,,,5500,Visible,t,,510292
1618-7,,,5500,Visible,t,,510293
1618-8,,,5500,Visible,t,,510294
1618-9,,,5500,Visible,t,,510295
1619-1,,,5500,Visible,t,,510296
1619-2,,,5500,Visible,t,,510297
1619-3,,,5500,Visible,t,,510298
1619-4,,,5500,Visible,t,,510299
1619-5,,,5500,Visible,t,,510300
1619-6,,,5500,Visible,t,,510301
1619-7,,,5500,Visible,t,,510302
1619-8,,,5500,Visible,t,,510303
1619-9,,,5500,Visible,t,,510304
161-NE,59.192176,-117.813477,5500,Visible,f,,90210
161-NW,59.192176,-117.813477,5500,Visible,f,,90209
161-SE,59.192176,-117.813477,5500,Visible,f,,90208
161-SW,59.192176,-117.813477,5500,Visible,f,,90207
1620-1,,,5500,Visible,t,,509952
1620-2,,,5500,Visible,t,,509953
1620-3,,,5500,Visible,t,,509954
1620-4,,,5500,Visible,t,,509955
1620-5,,,5500,Visible,t,,509956
1620-6,,,5500,Visible,t,,509957
1620-7,,,5500,Visible,t,,509958
1620-8,,,5500,Visible,t,,509959
1620-9,,,5500,Visible,t,,509960
1621-1,,,5500,Visible,t,,514454
1621-2,,,5500,Visible,t,,514455
1621-3,,,5500,Visible,t,,514456
1621-4,,,5500,Visible,t,,514457
1621-5,,,5500,Visible,t,,514458
1621-6,,,5500,Visible,t,,514459
1621-7,,,5500,Visible,t,,514460
1621-8,,,5500,Visible,t,,514462
1621-9,,,5500,Visible,t,,514461
1622-1,,,5500,Visible,t,,514464
1622-2,,,5500,Visible,t,,514463
1622-3,,,5500,Visible,t,,514465
1622-4,,,5500,Visible,t,,514466
1622-5,,,5500,Visible,t,,514467
1622-6,,,5500,Visible,t,,514468
1622-7,,,5500,Visible,t,,514469
1622-8,,,5500,Visible,t,,514471
1622-9,,,5500,Visible,t,,514470
1623-1,,,5500,Visible,t,,514473
1623-2,,,5500,Visible,t,,514472
1623-3,,,5500,Visible,t,,514474
1623-4,,,5500,Visible,t,,514475
1623-5,,,5500,Visible,t,,514476
1623-6,,,5500,Visible,t,,514477
1623-7,,,5500,Visible,t,,514478
1623-8,,,5500,Visible,t,,514479
1623-9,,,5500,Visible,t,,514480
1624-1,,,5500,Visible,t,,516728
1624-2,,,5500,Visible,t,,516729
1624-3,,,5500,Visible,t,,516730
1624-4,,,5500,Visible,t,,516731
1624-8,,,5500,Visible,t,,516732
1624-9,,,5500,Visible,t,,516733
1625-1,,,5500,Visible,t,,516734
1625-2,,,5500,Visible,t,,516735
1625-3,,,5500,Visible,t,,516736
1625-4,,,5500,Visible,t,,516739
1625-5,,,5500,Visible,t,,516738
1625-6,,,5500,Visible,t,,516737
1625-7,,,5500,Visible,t,,516740
1625-8,,,5500,Visible,t,,516741
1625-9,,,5500,Visible,t,,516742
1626-1,,,5500,Visible,t,,516743
1626-2,,,5500,Visible,t,,516744
1626-3,,,5500,Visible,t,,516746
1626-4,,,5500,Visible,t,,516745
1626-5,,,5500,Visible,t,,516747
1626-6,,,5500,Visible,t,,516748
1626-7,,,5500,Visible,t,,516749
1626-8,,,5500,Visible,t,,516750
1626-9,,,5500,Visible,t,,516751
1627-1,,,5500,Visible,t,,511418
1627-2,,,5500,Visible,t,,511419
1627-3,,,5500,Visible,t,,511420
1627-4,,,5500,Visible,t,,511421
1627-5,49.267490,-111.504272,5500,Visible,t,,511422
1627-6,,,5500,Visible,t,,511423
1627-7,,,5500,Visible,t,,511424
1627-8,,,5500,Visible,t,,511425
1627-9,,,5500,Visible,t,,511426
1628-1,,,5500,Visible,t,,511427
1628-2,,,5500,Visible,t,,511428
1628-3,,,5500,Visible,t,,511429
1628-4,,,5500,Visible,t,,511430
1628-5,,,5500,Visible,t,,511431
1628-6,,,5500,Visible,t,,511432
1628-7,,,5500,Visible,t,,511433
1628-8,,,5500,Visible,t,,511434
1628-9,,,5500,Visible,t,,511435
1629-1,,,5500,Visible,t,,511436
1629-2,,,5500,Visible,t,,511437
1629-3,,,5500,Visible,t,,511438
1629-4,,,5500,Visible,t,,511439
1629-5,,,5500,Visible,t,,511440
1629-6,,,5500,Visible,t,,511441
1629-7,,,5500,Visible,t,,511442
1629-8,,,5500,Visible,t,,511443
1629-9,,,5500,Visible,t,,511444
1631-1,,,5500,Visible,t,,527469
1631-2,,,5500,Visible,t,,527470
1631-3,,,5500,Visible,t,,527471
1631-4,,,5500,Visible,t,,527472
1631-5,,,5500,Visible,t,,527473
1631-6,,,5500,Visible,t,,527474
1631-7,,,5500,Visible,t,,527475
1631-8,,,5500,Visible,t,,527476
1631-9,,,5500,Visible,t,,527477
1632-1,,,5500,Visible,t,,527478
1632-2,,,5500,Visible,t,,527479
1632-3,,,5500,Visible,t,,527480
1632-4,,,5500,Visible,t,,527481
1632-5,,,5500,Visible,t,,527482
1632-6,,,5500,Visible,t,,527483
1632-7,,,5500,Visible,t,,527484
1632-8,,,5500,Visible,t,,527485
1632-9,,,5500,Visible,t,,527486
1635-1,,,5500,Visible,t,,510305
1635-2,,,5500,Visible,t,,510306
1635-3,,,5500,Visible,t,,510307
1635-4,,,5500,Visible,t,,510308
1635-5,,,5500,Visible,t,,510309
1635-6,,,5500,Visible,t,,510310
1635-7,,,5500,Visible,t,,510311
1635-8,,,5500,Visible,t,,510312
1635-9,,,5500,Visible,t,,510313
1636-1,,,5500,Visible,t,,510314
1636-2,,,5500,Visible,t,,510315
1636-3,,,5500,Visible,t,,510316
1636-4,,,5500,Visible,t,,510317
1636-5,,,5500,Visible,t,,510318
1636-6,,,5500,Visible,t,,510319
1636-7,,,5500,Visible,t,,510320
1636-8,,,5500,Visible,t,,510321
1636-9,,,5500,Visible,t,,510322
1637-1,,,5500,Visible,t,,510323
1637-2,,,5500,Visible,t,,510324
1637-3,,,5500,Visible,t,,510325
1637-4,,,5500,Visible,t,,510326
1637-5,,,5500,Visible,t,,510327
1637-6,,,5500,Visible,t,,510328
1637-7,,,5500,Visible,t,,510329
1637-8,,,5500,Visible,t,,510330
1637-9,,,5500,Visible,t,,510331
1638-1,,,5500,Visible,t,,514481
1638-2,,,5500,Visible,t,,514482
1638-3,,,5500,Visible,t,,514483
1638-4,,,5500,Visible,t,,514484
1638-5,,,5500,Visible,t,,514485
1638-6,,,5500,Visible,t,,514486
1638-7,,,5500,Visible,t,,514487
1638-8,,,5500,Visible,t,,514488
1638-9,,,5500,Visible,t,,514489
1639-1,,,5500,Visible,t,,514490
1639-2,,,5500,Visible,t,,514491
1639-3,,,5500,Visible,t,,514492
1639-4,,,5500,Visible,t,,514493
1639-5,,,5500,Visible,t,,514494
1639-6,,,5500,Visible,t,,514495
1639-7,,,5500,Visible,t,,514496
1639-8,,,5500,Visible,t,,514498
1639-9,,,5500,Visible,t,,514497
1640-1,,,5500,Visible,t,,516752
1640-2,,,5500,Visible,t,,516753
1640-3,,,5500,Visible,t,,516754
1640-4,,,5500,Visible,t,,516755
1640-5,,,5500,Visible,t,,516756
1640-6,,,5500,Visible,t,,516757
1640-7,,,5500,Visible,t,,516758
1640-8,,,5500,Visible,t,,516759
1640-9,,,5500,Visible,t,,516760
1641-1,,,5500,Visible,t,,516761
1641-2,,,5500,Visible,t,,516762
1641-3,,,5500,Visible,t,,516763
1641-4,,,5500,Visible,t,,516764
1641-5,,,5500,Visible,t,,516765
1641-6,,,5500,Visible,t,,516766
1641-7,,,5500,Visible,t,,516767
1641-8,,,5500,Visible,t,,516768
1641-9,,,5500,Visible,t,,516770
1642-1,,,5500,Visible,t,,516769
1642-2,,,5500,Visible,t,,516771
1642-3,,,5500,Visible,t,,516772
1642-4,,,5500,Visible,t,,516773
1642-5,,,5500,Visible,t,,516774
1642-6,,,5500,Visible,t,,516775
1642-7,,,5500,Visible,t,,516776
1642-8,,,5500,Visible,t,,516777
1642-9,,,5500,Visible,t,,516778
1643-1,,,5500,Visible,t,,516779
1643-2,,,5500,Visible,t,,516780
1643-3,,,5500,Visible,t,,516781
1643-4,,,5500,Visible,t,,516782
1643-5,,,5500,Visible,t,,516783
1643-6,,,5500,Visible,t,,516784
1643-7,,,5500,Visible,t,,516785
1643-8,,,5500,Visible,t,,516786
1643-9,,,5500,Visible,t,,516787
1644-1,,,5500,Visible,t,,511445
1644-2,,,5500,Visible,t,,511446
1644-3,,,5500,Visible,t,,511447
1644-4,,,5500,Visible,t,,511448
1644-5,,,5500,Visible,t,,511449
1644-6,,,5500,Visible,t,,511450
1644-7,,,5500,Visible,t,,511451
1644-8,,,5500,Visible,t,,511452
1644-9,,,5500,Visible,t,,511453
1645-1,,,5500,Visible,t,,511454
1645-2,,,5500,Visible,t,,511455
1645-3,,,5500,Visible,t,,511456
1645-4,,,5500,Visible,t,,511457
1645-5,49.061847,-111.235756,5500,Visible,t,,511458
1645-6,,,5500,Visible,t,,511459
1645-7,,,5500,Visible,t,,511460
1645-8,,,5500,Visible,t,,511461
1645-9,,,5500,Visible,t,,511462
1646-1,,,5500,Visible,t,,511463
1646-2,,,5500,Visible,t,,511464
1646-3,,,5500,Visible,t,,511465
1646-4,,,5500,Visible,t,,511466
1646-5,,,5500,Visible,t,,511467
1646-6,,,5500,Visible,t,,511468
1646-7,,,5500,Visible,t,,511469
1646-8,,,5500,Visible,t,,511470
1646-9,,,5500,Visible,t,,511471
1651-1,,,5500,Visible,t,,512894
1651-2,,,5500,Visible,t,,512895
1651-3,,,5500,Visible,t,,512896
1651-4,,,5500,Visible,t,,512897
1651-5,,,5500,Visible,t,,512898
1651-6,,,5500,Visible,t,,512899
1651-7,,,5500,Visible,t,,512900
1651-8,,,5500,Visible,t,,512901
1651-9,,,5500,Visible,t,,512902
1652-1,,,5500,Visible,t,,512903
1652-2,,,5500,Visible,t,,512904
1652-3,49.113227,-112.905777,5500,Visible,t,,512905
1652-4,,,5500,Visible,t,,512906
1652-5,49.113227,-112.905777,5500,Visible,t,,512908
1652-6,,,5500,Visible,t,,512907
1652-7,,,5500,Visible,t,,512909
1652-8,,,5500,Visible,t,,512910
1652-9,,,5500,Visible,t,,512911
1653-1,,,5500,Visible,t,,512912
1653-2,,,5500,Visible,t,,512913
1653-3,,,5500,Visible,t,,512914
1653-4,,,5500,Visible,t,,512915
1653-5,,,5500,Visible,t,,512916
1653-6,,,5500,Visible,t,,512917
1653-7,,,5500,Visible,t,,512918
1653-8,,,5500,Visible,t,,512919
1653-9,,,5500,Visible,t,,512920
1654-1,,,5500,Visible,t,,527487
1654-2,,,5500,Visible,t,,527488
1654-3,,,5500,Visible,t,,527489
1654-4,,,5500,Visible,t,,527490
1654-5,,,5500,Visible,t,,527491
1654-6,,,5500,Visible,t,,527492
1654-7,,,5500,Visible,t,,527493
1654-8,,,5500,Visible,t,,527494
1654-9,,,5500,Visible,t,,527495
181-NE,58.554272,-110.968216,5500,Visible,f,,55480
181-NW,58.554272,-110.968216,5500,Visible,f,,55487
181-SE,58.554272,-110.968216,5500,Visible,f,,55565
181-SW,58.554272,-110.968216,5500,Visible,f,,55571
182-NE,58.561100,-110.643720,5500,Visible,f,,32837
182-NW,58.561100,-110.643720,5500,Visible,f,,32838
182-SE,58.561100,-110.643715,5500,Visible,f,,32839
182-SW,58.561100,-110.643715,5500,Visible,f,,32840
183-NE,58.498306,-110.255699,5500,Visible,f,,32841
183-NW,58.498306,-110.255699,5500,Visible,f,,32842
183-SE,58.498306,-110.255699,5500,Visible,f,,32843
183-SW,58.498306,-110.255699,5500,Visible,f,,32844
187-NE,59.021698,-118.882507,5500,Visible,f,,44692
187-NW,59.021698,-118.882507,5500,Visible,f,,44700
187-SE,59.021698,-118.882507,5500,Visible,f,,44698
187-SW,59.021698,-118.882507,5500,Visible,f,,44686
190-NE,58.980861,-117.833282,5500,Visible,f,,90206
190-NW,58.980861,-117.833282,5500,Visible,f,,90205
190-SE,58.980861,-117.833282,5500,Visible,f,,90204
190-SW,58.980861,-117.833282,5500,Visible,f,,90203
191-NE,58.945358,-117.481285,5500,Visible,f,,90202
191-NW,58.945358,-117.481285,5500,Visible,f,,90201
191-SE,58.945358,-117.481285,5500,Visible,f,,90200
191-SW,58.945358,-117.481285,5500,Visible,f,,90199
198-NE,58.788940,-115.122055,5500,Visible,t,,307329
198-NW,58.788940,-115.122055,5500,Visible,t,,307328
198-SE,58.788940,-115.122055,5500,Visible,t,,307327
198-SW,58.788940,-115.122055,5500,Visible,t,,307326
19-CCL,,,,Visible,t,,178106
19-OCT,,,,Visible,t,,57592
2-0-A1,54.856015,-111.651868,,Visible,t,,90135
2-0-A2,54.856296,-111.488154,,Visible,t,,90115
2-0-A8,54.853002,-111.496977,,Visible,t,,90090
2-0-A9,54.848358,-111.497036,,Visible,t,,90082
210-NE,58.363522,-110.995140,5500,Visible,f,,32845
210-NW,58.363521,-110.995140,5500,Visible,f,,32846
210-SE,58.363521,-110.995140,5500,Visible,f,,32847
210-SW,58.363521,-110.995140,5500,Visible,f,,32848
211-NE,58.377475,-110.641006,5500,Visible,f,,32849
211-NW,58.377475,-110.641006,5500,Visible,f,,32850
211-SE,58.377475,-110.641006,5500,Visible,f,,32851
211-SW,58.377475,-110.641006,5500,Visible,f,,32852
212-NE,58.304600,-110.380775,5500,Visible,f,,32853
212-NW,58.304599,-110.380775,5500,Visible,f,,32854
212-SE,58.304599,-110.380775,5500,Visible,f,,32855
212-SW,58.304600,-110.380775,5500,Visible,f,,32856
213-NE,58.287540,-110.057426,5500,Visible,f,,262
213-SW,58.287540,-110.057426,5500,Visible,f,,263
221-NE,58.754405,-117.539810,5500,Visible,f,,90198
221-NW,58.754405,-117.539810,5500,Visible,f,,90197
221-SE,58.754405,-117.539810,5500,Visible,f,,90196
221-SW,58.754405,-117.539810,5500,Visible,f,,90195
222-NE,58.740612,-117.138252,5500,Visible,f,,90194
222-NW,58.740612,-117.138252,5500,Visible,f,,90193
222-SE,58.740612,-117.138252,5500,Visible,f,,90192
222-SW,58.740612,-117.138252,5500,Visible,f,,90191
223-NE,58.712913,-116.843819,5500,Visible,f,,90190
223-SE,58.712913,-116.843819,5500,Visible,f,,90189
223-SW,58.712913,-116.843819,5500,Visible,f,,90188
224-NE,58.732551,-116.544121,5500,Visible,f,,90187
224-NW,58.732551,-116.544121,5500,Visible,f,,90186
224-SE,58.732551,-116.544121,5500,Visible,f,,90185
224-SW,58.732551,-116.544121,5500,Visible,f,,90184
228-NE,58.636993,-115.056686,5500,Visible,t,,307325
228-NW,58.636993,-115.056686,5500,Visible,t,,307324
228-SE,58.636993,-115.056686,5500,Visible,t,,307323
228-SW,58.636993,-115.056686,5500,Visible,t,,307322
229-NE,58.600528,-114.789719,5500,Visible,t,,307321
229-NW,58.600528,-114.789719,5500,Visible,t,,307320
229-SE,58.600528,-114.789719,5500,Visible,t,,307319
229-SW,58.600528,-114.789719,5500,Visible,t,,307318
230-NE,58.563247,-114.427574,5500,Visible,t,,307317
230-NW,58.563247,-114.427574,5500,Visible,t,,307316
230-SE,58.563247,-114.427574,5500,Visible,t,,307315
234-NE,58.418022,-113.046516,5500,Visible,f,,32857
234-NW,58.418022,-113.046516,5500,Visible,f,,32858
234-SE,58.418022,-113.046516,5500,Visible,f,,32859
234-SW,58.418022,-113.046516,5500,Visible,f,,32860
235-NE,58.367569,-112.757271,5500,Visible,f,,32861
235-NW,58.367568,-112.757270,5500,Visible,f,,32862
235-SE,58.367568,-112.757270,5500,Visible,f,,32863
235-SW,58.367568,-112.757271,5500,Visible,f,,32864
236-NE,58.374332,-112.436066,5500,Visible,f,,32865
236-NW,58.374332,-112.436066,5500,Visible,f,,32866
236-SE,58.374332,-112.436066,5500,Visible,f,,32867
236-SW,58.374332,-112.436066,5500,Visible,f,,32868
238-NE,58.276688,-111.740158,5500,Visible,f,,251
238-SW,58.276688,-111.740158,5500,Visible,f,,250
239-NE,58.281978,-111.373962,5500,Visible,f,,287
239-SW,58.281978,-111.373962,5500,Visible,f,,286
240-NE,58.251968,-111.048103,5500,Visible,f,,32869
240-NW,58.251968,-111.048103,5500,Visible,f,,32870
240-SE,58.251968,-111.048103,5500,Visible,f,,32871
240-SW,58.251968,-111.048103,5500,Visible,f,,32872
241-NE,58.161540,-110.711548,5500,Visible,f,,32873
241-NW,58.161540,-110.711548,5500,Visible,f,,32874
241-SE,58.161540,-110.711548,5500,Visible,f,,32875
241-SW,58.161540,-110.711548,5500,Visible,f,,32876
242-NE,58.153949,-110.411049,5500,Visible,f,,32877
242-NW,58.153949,-110.411049,5500,Visible,f,,32878
242-SE,58.153950,-110.411049,5500,Visible,f,,32879
242-SW,58.153949,-110.411049,5500,Visible,f,,32880
249-NE,58.670001,-118.279434,5500,Visible,f,,90183
249-NW,58.670001,-118.279434,5500,Visible,f,,90182
249-SE,58.670001,-118.279434,5500,Visible,f,,90181
249-SW,58.670001,-118.279434,5500,Visible,f,,90180
250-NE,58.663471,-117.926727,5500,Visible,f,,90179
250-NW,58.663471,-117.926727,5500,Visible,f,,90178
250-SE,58.663471,-117.926727,5500,Visible,f,,90177
250-SW,58.663471,-117.926727,5500,Visible,f,,90176
251-NW,58.629795,-117.546501,5500,Visible,f,,90175
251-SE,58.629795,-117.546501,5500,Visible,f,,90174
251-SW,58.629795,-117.546501,5500,Visible,f,,90173
252-NE,58.615291,-117.165581,5500,Visible,f,,90172
252-NW,58.615291,-117.165581,5500,Visible,f,,90171
252-SE,58.615291,-117.165581,5500,Visible,f,,90170
252-SW,58.615291,-117.165581,5500,Visible,f,,90169
253-NE,58.539279,-116.870667,5500,Visible,f,,90168
253-NW,58.539279,-116.870667,5500,Visible,f,,90167
253-SW,58.539279,-116.870667,5500,Visible,f,,90166
254-NE,58.548671,-116.557930,5500,Visible,f,,90165
254-NW,58.548671,-116.557930,5500,Visible,f,,90164
254-SE,58.548671,-116.557930,5500,Visible,f,,90163
254-SW,58.548671,-116.557930,5500,Visible,f,,90162
259-NE,58.422798,-114.844818,5500,Visible,t,,307314
259-NW,58.422798,-114.844818,5500,Visible,t,,307313
259-SE,58.422798,-114.844818,5500,Visible,t,,307312
259-SW,58.422798,-114.844818,5500,Visible,t,,307311
260-NE,58.391109,-114.420227,5500,Visible,t,,307310
260-NW,58.391109,-114.420227,5500,Visible,t,,307309
260-SE,58.391109,-114.420227,5500,Visible,t,,307308
260-SW,58.391109,-114.420227,5500,Visible,t,,307307
264-NE,58.253810,-113.129601,5500,Visible,f,,32881
264-NW,58.253810,-113.129601,5500,Visible,f,,32882
264-SE,58.253810,-113.129601,5500,Visible,f,,32883
264-SW,58.253811,-113.129601,5500,Visible,f,,32884
265-NE,58.207672,-112.842941,5500,Visible,f,,32885
265-NW,58.207672,-112.842941,5500,Visible,f,,32886
265-SE,58.207672,-112.842941,5500,Visible,f,,32887
265-SW,58.207672,-112.842941,5500,Visible,f,,32888
266-NE,58.205688,-112.512741,5500,Visible,f,,32889
266-NW,58.205688,-112.512741,5500,Visible,f,,32890
266-SE,58.205688,-112.512741,5500,Visible,f,,32891
266-SW,58.205688,-112.512741,5500,Visible,f,,32892
267-NE,58.177471,-112.180862,5500,Visible,f,,237
267-SW,58.177471,-112.180862,5500,Visible,f,,238
268-NE,58.141891,-111.783432,5500,Visible,f,,294
268-SW,58.141891,-111.783432,5500,Visible,f,,295
269-NE,58.078594,-111.466560,5500,Visible,f,,241
269-SW,58.078594,-111.466560,5500,Visible,f,,242
270-NE,58.021747,-111.160591,5500,Visible,f,,32893
270-NW,58.021747,-111.160591,5500,Visible,f,,32894
270-SE,58.021747,-111.160591,5500,Visible,f,,32895
270-SW,58.021747,-111.160591,5500,Visible,f,,32896
271-NE,58.014492,-110.813072,5500,Visible,f,,32897
271-NW,58.014492,-110.813072,5500,Visible,f,,32898
271-SE,58.014492,-110.813072,5500,Visible,f,,32899
271-SW,58.014492,-110.813072,5500,Visible,f,,32900
272-NE,57.993595,-110.466278,5500,Visible,f,,32901
272-NW,57.993595,-110.466278,5500,Visible,f,,32902
272-SE,57.993595,-110.466278,5500,Visible,f,,32903
272-SW,57.993595,-110.466278,5500,Visible,f,,32904
277-NE,58.522884,-118.900536,5500,Visible,f,,44677
277-NW,58.522884,-118.900536,5500,Visible,f,,44671
277-SE,58.522884,-118.900536,5500,Visible,f,,44673
277-SW,58.522884,-118.900536,5500,Visible,f,,44679
279-NE,58.451194,-118.308250,5500,Visible,f,,90161
279-NW,58.451194,-118.308250,5500,Visible,f,,90160
279-SE,58.451194,-118.308250,5500,Visible,f,,90159
279-SW,58.451194,-118.308250,5500,Visible,f,,90158
280-NE,58.486930,-117.974716,5500,Visible,f,,90157
280-NW,58.486930,-117.974716,5500,Visible,f,,90156
280-SE,58.486930,-117.974716,5500,Visible,f,,90155
280-SW,58.486930,-117.974716,5500,Visible,f,,90154
281-NE,58.424129,-117.608231,5500,Visible,f,,90153
281-NW,58.424129,-117.608231,5500,Visible,f,,90152
281-SE,58.424129,-117.608231,5500,Visible,f,,90151
281-SW,58.424129,-117.608231,5500,Visible,f,,90150
282-NE,58.382511,-117.252838,5500,Visible,f,,90243
282-NW,58.382511,-117.252838,5500,Visible,f,,90242
282-SE,58.382511,-117.252838,5500,Visible,f,,90241
282-SW,58.382511,-117.252838,5500,Visible,f,,90240
283-NE,58.372741,-116.993530,5500,Visible,f,,90239
283-NW,58.372741,-116.993530,5500,Visible,f,,90238
283-SE,58.372741,-116.993530,5500,Visible,f,,90237
283-SW,58.372741,-116.993530,5500,Visible,f,,90236
284-NE,58.384223,-116.641312,5500,Visible,f,,90235
284-NW,58.384223,-116.641312,5500,Visible,f,,90234
284-SE,58.384223,-116.641312,5500,Visible,f,,90233
284-SW,58.384223,-116.641312,5500,Visible,f,,90232
